,firefox_filtered_reviews,word_embeddeding,token_list
191,battery drains fast when playing videos in the background as opposed to other browsers,"[101, 6046, 18916, 3435, 2043, 2652, 6876, 1999, 1996, 4281, 2004, 4941, 2000, 2060, 16602, 2015, 102]","['[CLS]', 'battery', 'drains', 'fast', 'when', 'playing', 'videos', 'in', 'the', 'background', 'as', 'opposed', 'to', 'other', 'browser', '##s', '[SEP]']"
192,pretty great having firefox on my phone but it seems that for some reason its always on in background and therefore drains my battery galaxy s5,"[101, 3492, 2307, 2383, 2543, 14876, 2595, 2006, 2026, 3042, 2021, 2009, 3849, 2008, 2005, 2070, 3114, 2049, 2467, 2006, 1999, 4281, 1998, 3568, 18916, 2026, 6046, 9088, 1055, 2629, 102]","['[CLS]', 'pretty', 'great', 'having', 'fire', '##fo', '##x', 'on', 'my', 'phone', 'but', 'it', 'seems', 'that', 'for', 'some', 'reason', 'its', 'always', 'on', 'in', 'background', 'and', 'therefore', 'drains', 'my', 'battery', 'galaxy', 's', '##5', '[SEP]']"
193,this app drain battery more than other browser a lot and my cell phone is getting hot after 10mins using other browser like dolphin is much better,"[101, 2023, 10439, 12475, 6046, 2062, 2084, 2060, 16602, 1037, 2843, 1998, 2026, 3526, 3042, 2003, 2893, 2980, 2044, 2184, 21266, 2478, 2060, 16602, 2066, 17801, 2003, 2172, 2488, 102]","['[CLS]', 'this', 'app', 'drain', 'battery', 'more', 'than', 'other', 'browser', 'a', 'lot', 'and', 'my', 'cell', 'phone', 'is', 'getting', 'hot', 'after', '10', '##mins', 'using', 'other', 'browser', 'like', 'dolphin', 'is', 'much', 'better', '[SEP]']"
194,battery hog good browser but it uses way too much battery and memory it actually overloaded my cellphone and i had to uninstall it,"[101, 6046, 27589, 2204, 16602, 2021, 2009, 3594, 2126, 2205, 2172, 6046, 1998, 3638, 2009, 2941, 2058, 17468, 2026, 3526, 9864, 1998, 1045, 2018, 2000, 4895, 7076, 9080, 2140, 2009, 102]","['[CLS]', 'battery', 'hog', 'good', 'browser', 'but', 'it', 'uses', 'way', 'too', 'much', 'battery', 'and', 'memory', 'it', 'actually', 'over', '##loaded', 'my', 'cell', '##phone', 'and', 'i', 'had', 'to', 'un', '##ins', '##tal', '##l', 'it', '[SEP]']"
195,nice but it kills my phone battery if application not closed it sucks 70 of the phone battery in a couple of hours of my galaxy s9 it must be a bug but no new version released yet,"[101, 3835, 2021, 2009, 8563, 2026, 3042, 6046, 2065, 4646, 2025, 2701, 2009, 19237, 3963, 1997, 1996, 3042, 6046, 1999, 1037, 3232, 1997, 2847, 1997, 2026, 9088, 1055, 2683, 2009, 2442, 2022, 1037, 11829, 2021, 2053, 2047, 2544, 2207, 2664, 102]","['[CLS]', 'nice', 'but', 'it', 'kills', 'my', 'phone', 'battery', 'if', 'application', 'not', 'closed', 'it', 'sucks', '70', 'of', 'the', 'phone', 'battery', 'in', 'a', 'couple', 'of', 'hours', 'of', 'my', 'galaxy', 's', '##9', 'it', 'must', 'be', 'a', 'bug', 'but', 'no', 'new', 'version', 'released', 'yet', '[SEP]']"
196,it used to be my default browser but since the last update it drains my battery 2146 of my daily usage and i havent opened it today rubbish,"[101, 2009, 2109, 2000, 2022, 2026, 12398, 16602, 2021, 2144, 1996, 2197, 10651, 2009, 18916, 2026, 6046, 19936, 2575, 1997, 2026, 3679, 8192, 1998, 1045, 4033, 2102, 2441, 2009, 2651, 29132, 102]","['[CLS]', 'it', 'used', 'to', 'be', 'my', 'default', 'browser', 'but', 'since', 'the', 'last', 'update', 'it', 'drains', 'my', 'battery', '214', '##6', 'of', 'my', 'daily', 'usage', 'and', 'i', 'haven', '##t', 'opened', 'it', 'today', 'rubbish', '[SEP]']"
197,191 mb on my phone drains as much battery as a phone made in the early 2000s,"[101, 19871, 16914, 2006, 2026, 3042, 18916, 2004, 2172, 6046, 2004, 1037, 3042, 2081, 1999, 1996, 2220, 8876, 102]","['[CLS]', '191', 'mb', 'on', 'my', 'phone', 'drains', 'as', 'much', 'battery', 'as', 'a', 'phone', 'made', 'in', 'the', 'early', '2000s', '[SEP]']"
198,used over 1gb of storage constantly runs my battery dead there are better mobile browsers,"[101, 2109, 2058, 1015, 18259, 1997, 5527, 7887, 3216, 2026, 6046, 2757, 2045, 2024, 2488, 4684, 16602, 2015, 102]","['[CLS]', 'used', 'over', '1', '##gb', 'of', 'storage', 'constantly', 'runs', 'my', 'battery', 'dead', 'there', 'are', 'better', 'mobile', 'browser', '##s', '[SEP]']"
199,i l liked it but unfortunately it drains the battery in background disinstalled,"[101, 1045, 1048, 4669, 2009, 2021, 6854, 2009, 18916, 1996, 6046, 1999, 4281, 4487, 11493, 9153, 11001, 102]","['[CLS]', 'i', 'l', 'liked', 'it', 'but', 'unfortunately', 'it', 'drains', 'the', 'battery', 'in', 'background', 'di', '##sin', '##sta', '##lled', '[SEP]']"
200,i use firefox on my pc and i prefer its mobile version to chromes better layout reader view noticeably less ad targeting etc but unfortunately this app is totally unusable for me because it drains my phones battery for some reason this happened on 2 or 3 different devices in multiple attempts over the course of a few years i install and use the app my battery starts going down fast i go look for the culprit and firefox has an unreasonably high  of battery usage a fatal flaw,"[101, 1045, 2224, 2543, 14876, 2595, 2006, 2026, 7473, 1998, 1045, 9544, 2049, 4684, 2544, 2000, 18546, 2015, 2488, 9621, 8068, 3193, 25327, 2625, 4748, 14126, 4385, 2021, 6854, 2023, 10439, 2003, 6135, 4895, 10383, 3468, 2005, 2033, 2138, 2009, 18916, 2026, 11640, 6046, 2005, 2070, 3114, 2023, 3047, 2006, 1016, 2030, 1017, 2367, 5733, 1999, 3674, 4740, 2058, 1996, 2607, 1997, 1037, 2261, 2086, 1045, 16500, 1998, 2224, 1996, 10439, 2026, 6046, 4627, 2183, 2091, 3435, 1045, 2175, 2298, 2005, 1996, 12731, 14277, 14778, 1998, 2543, 14876, 2595, 2038, 2019, 4895, 16416, 3385, 8231, 2152, 1997, 6046, 8192, 1037, 10611, 28450, 102]","['[CLS]', 'i', 'use', 'fire', '##fo', '##x', 'on', 'my', 'pc', 'and', 'i', 'prefer', 'its', 'mobile', 'version', 'to', 'chrome', '##s', 'better', 'layout', 'reader', 'view', 'noticeably', 'less', 'ad', 'targeting', 'etc', 'but', 'unfortunately', 'this', 'app', 'is', 'totally', 'un', '##usa', '##ble', 'for', 'me', 'because', 'it', 'drains', 'my', 'phones', 'battery', 'for', 'some', 'reason', 'this', 'happened', 'on', '2', 'or', '3', 'different', 'devices', 'in', 'multiple', 'attempts', 'over', 'the', 'course', 'of', 'a', 'few', 'years', 'i', 'install', 'and', 'use', 'the', 'app', 'my', 'battery', 'starts', 'going', 'down', 'fast', 'i', 'go', 'look', 'for', 'the', 'cu', '##lp', '##rit', 'and', 'fire', '##fo', '##x', 'has', 'an', 'un', '##rea', '##son', '##ably', 'high', 'of', 'battery', 'usage', 'a', 'fatal', 'flaw', '[SEP]']"
201,very slow and full of annoying notifications when i run it even after exiting it drains the battery of my phone making it really hot until i reboot the phone then it has the hide to pop up messages telling me to use firefox to reduce my carbon footprint i think ill uninstall it and go back to chrome as i can actually browse a web page with that and not have to dismiss so many pointless notifications that insult me and waste my time,"[101, 2200, 4030, 1998, 2440, 1997, 15703, 26828, 2015, 2043, 1045, 2448, 2009, 2130, 2044, 22371, 2009, 18916, 1996, 6046, 1997, 2026, 3042, 2437, 2009, 2428, 2980, 2127, 1045, 2128, 27927, 1996, 3042, 2059, 2009, 2038, 1996, 5342, 2000, 3769, 2039, 7696, 4129, 2033, 2000, 2224, 2543, 14876, 2595, 2000, 5547, 2026, 6351, 24319, 1045, 2228, 5665, 4895, 7076, 9080, 2140, 2009, 1998, 2175, 2067, 2000, 18546, 2004, 1045, 2064, 2941, 11347, 2063, 1037, 4773, 3931, 2007, 2008, 1998, 2025, 2031, 2000, 19776, 2061, 2116, 23100, 26828, 2015, 2008, 15301, 2033, 1998, 5949, 2026, 2051, 102]","['[CLS]', 'very', 'slow', 'and', 'full', 'of', 'annoying', 'notification', '##s', 'when', 'i', 'run', 'it', 'even', 'after', 'exiting', 'it', 'drains', 'the', 'battery', 'of', 'my', 'phone', 'making', 'it', 'really', 'hot', 'until', 'i', 're', '##boot', 'the', 'phone', 'then', 'it', 'has', 'the', 'hide', 'to', 'pop', 'up', 'messages', 'telling', 'me', 'to', 'use', 'fire', '##fo', '##x', 'to', 'reduce', 'my', 'carbon', 'footprint', 'i', 'think', 'ill', 'un', '##ins', '##tal', '##l', 'it', 'and', 'go', 'back', 'to', 'chrome', 'as', 'i', 'can', 'actually', 'brows', '##e', 'a', 'web', 'page', 'with', 'that', 'and', 'not', 'have', 'to', 'dismiss', 'so', 'many', 'pointless', 'notification', '##s', 'that', 'insult', 'me', 'and', 'waste', 'my', 'time', '[SEP]']"
202,battery consumption very high  i think its double to my previous samsung browser,"[101, 6046, 8381, 2200, 2152, 1045, 2228, 2049, 3313, 2000, 2026, 3025, 19102, 16602, 102]","['[CLS]', 'battery', 'consumption', 'very', 'high', 'i', 'think', 'its', 'double', 'to', 'my', 'previous', 'samsung', 'browser', '[SEP]']"
203,works great but crippling battery drain on galaxy s8 other well known browsers work better,"[101, 2573, 2307, 2021, 13675, 11514, 14353, 6046, 12475, 2006, 9088, 1055, 2620, 2060, 2092, 2124, 16602, 2015, 2147, 2488, 102]","['[CLS]', 'works', 'great', 'but', 'cr', '##ip', '##pling', 'battery', 'drain', 'on', 'galaxy', 's', '##8', 'other', 'well', 'known', 'browser', '##s', 'work', 'better', '[SEP]']"
204,excessive battery drain when im not using my phone even with sleep options enabled,"[101, 11664, 6046, 12475, 2043, 10047, 2025, 2478, 2026, 3042, 2130, 2007, 3637, 7047, 9124, 102]","['[CLS]', 'excessive', 'battery', 'drain', 'when', 'im', 'not', 'using', 'my', 'phone', 'even', 'with', 'sleep', 'options', 'enabled', '[SEP]']"
205,im not sure if it really drains much of my battery life quickly or just a bug on the battery api but all in all its a good browser thank you,"[101, 10047, 2025, 2469, 2065, 2009, 2428, 18916, 2172, 1997, 2026, 6046, 2166, 2855, 2030, 2074, 1037, 11829, 2006, 1996, 6046, 17928, 2021, 2035, 1999, 2035, 2049, 1037, 2204, 16602, 4067, 2017, 102]","['[CLS]', 'im', 'not', 'sure', 'if', 'it', 'really', 'drains', 'much', 'of', 'my', 'battery', 'life', 'quickly', 'or', 'just', 'a', 'bug', 'on', 'the', 'battery', 'api', 'but', 'all', 'in', 'all', 'its', 'a', 'good', 'browser', 'thank', 'you', '[SEP]']"
206,this works well enough but a lot of pages arent formatted correctly and i have to open them in chrome the worst part and why im uninstalling is that it absolutely kills my phone battery it uses about 3x as much battery as chrome,"[101, 2023, 2573, 2092, 2438, 2021, 1037, 2843, 1997, 5530, 4995, 2102, 4289, 3064, 11178, 1998, 1045, 2031, 2000, 2330, 2068, 1999, 18546, 1996, 5409, 2112, 1998, 2339, 10047, 4895, 7076, 9080, 2989, 2003, 2008, 2009, 7078, 8563, 2026, 3042, 6046, 2009, 3594, 2055, 1017, 2595, 2004, 2172, 6046, 2004, 18546, 102]","['[CLS]', 'this', 'works', 'well', 'enough', 'but', 'a', 'lot', 'of', 'pages', 'aren', '##t', 'format', '##ted', 'correctly', 'and', 'i', 'have', 'to', 'open', 'them', 'in', 'chrome', 'the', 'worst', 'part', 'and', 'why', 'im', 'un', '##ins', '##tal', '##ling', 'is', 'that', 'it', 'absolutely', 'kills', 'my', 'phone', 'battery', 'it', 'uses', 'about', '3', '##x', 'as', 'much', 'battery', 'as', 'chrome', '[SEP]']"
207,such a power hog sucked up my battery within a few hours,"[101, 2107, 1037, 2373, 27589, 8631, 2039, 2026, 6046, 2306, 1037, 2261, 2847, 102]","['[CLS]', 'such', 'a', 'power', 'hog', 'sucked', 'up', 'my', 'battery', 'within', 'a', 'few', 'hours', '[SEP]']"
208,i love this browser but it drains my battery i am forever getting notifications about putting it to sleep because it is using too much power i may have to stop using it for that reason,"[101, 1045, 2293, 2023, 16602, 2021, 2009, 18916, 2026, 6046, 1045, 2572, 5091, 2893, 26828, 2015, 2055, 5128, 2009, 2000, 3637, 2138, 2009, 2003, 2478, 2205, 2172, 2373, 1045, 2089, 2031, 2000, 2644, 2478, 2009, 2005, 2008, 3114, 102]","['[CLS]', 'i', 'love', 'this', 'browser', 'but', 'it', 'drains', 'my', 'battery', 'i', 'am', 'forever', 'getting', 'notification', '##s', 'about', 'putting', 'it', 'to', 'sleep', 'because', 'it', 'is', 'using', 'too', 'much', 'power', 'i', 'may', 'have', 'to', 'stop', 'using', 'it', 'for', 'that', 'reason', '[SEP]']"
209,this app has vastly improved over the years but still uses illogical amounts of battery reading just one short article from my email could eat 10 of my battery life within less than 5 minutes,"[101, 2023, 10439, 2038, 24821, 5301, 2058, 1996, 2086, 2021, 2145, 3594, 5665, 20734, 8310, 1997, 6046, 3752, 2074, 2028, 2460, 3720, 2013, 2026, 10373, 2071, 4521, 2184, 1997, 2026, 6046, 2166, 2306, 2625, 2084, 1019, 2781, 102]","['[CLS]', 'this', 'app', 'has', 'vastly', 'improved', 'over', 'the', 'years', 'but', 'still', 'uses', 'ill', '##ogical', 'amounts', 'of', 'battery', 'reading', 'just', 'one', 'short', 'article', 'from', 'my', 'email', 'could', 'eat', '10', 'of', 'my', 'battery', 'life', 'within', 'less', 'than', '5', 'minutes', '[SEP]']"
210,seems theyve finally fixed the hanging issue with the quit option getting stuck trying to clear private info it clears it almost instantly  closes the app thank you so much  now i wish it would actually kill the process properly instead of leaving it running in the background taking up megabytes of ramwhich translates to eating battery life unnecessarily,"[101, 3849, 2027, 3726, 2633, 4964, 1996, 5689, 3277, 2007, 1996, 8046, 5724, 2893, 5881, 2667, 2000, 3154, 2797, 18558, 2009, 28837, 2009, 2471, 6880, 14572, 1996, 10439, 4067, 2017, 2061, 2172, 2085, 1045, 4299, 2009, 2052, 2941, 3102, 1996, 2832, 7919, 2612, 1997, 2975, 2009, 2770, 1999, 1996, 4281, 2635, 2039, 13164, 3762, 4570, 1997, 8223, 2860, 16066, 2232, 16315, 2000, 5983, 6046, 2166, 4895, 2638, 9623, 22740, 2135, 102]","['[CLS]', 'seems', 'they', '##ve', 'finally', 'fixed', 'the', 'hanging', 'issue', 'with', 'the', 'quit', 'option', 'getting', 'stuck', 'trying', 'to', 'clear', 'private', 'info', 'it', 'clears', 'it', 'almost', 'instantly', 'closes', 'the', 'app', 'thank', 'you', 'so', 'much', 'now', 'i', 'wish', 'it', 'would', 'actually', 'kill', 'the', 'process', 'properly', 'instead', 'of', 'leaving', 'it', 'running', 'in', 'the', 'background', 'taking', 'up', 'mega', '##by', '##tes', 'of', 'ram', '##w', '##hic', '##h', 'translates', 'to', 'eating', 'battery', 'life', 'un', '##ne', '##ces', '##sari', '##ly', '[SEP]']"
211,good browser however it drains my phones battery while running in the background would rate 5 stars if the browser wasnt so inefficient,"[101, 2204, 16602, 2174, 2009, 18916, 2026, 11640, 6046, 2096, 2770, 1999, 1996, 4281, 2052, 3446, 1019, 3340, 2065, 1996, 16602, 2347, 2102, 2061, 1999, 12879, 8873, 23402, 3372, 102]","['[CLS]', 'good', 'browser', 'however', 'it', 'drains', 'my', 'phones', 'battery', 'while', 'running', 'in', 'the', 'background', 'would', 'rate', '5', 'stars', 'if', 'the', 'browser', 'wasn', '##t', 'so', 'in', '##ef', '##fi', '##cie', '##nt', '[SEP]']"
212,wildly fast huh takes like 5 minutes to load even with good wifi this is clearly not designed for android and no effort was put into this app to optimize it for these systems also it drains the battery like crazy,"[101, 13544, 3435, 9616, 3138, 2066, 1019, 2781, 2000, 7170, 2130, 2007, 2204, 15536, 8873, 2023, 2003, 4415, 2025, 2881, 2005, 11924, 1998, 2053, 3947, 2001, 2404, 2046, 2023, 10439, 2000, 23569, 27605, 4371, 2009, 2005, 2122, 3001, 2036, 2009, 18916, 1996, 6046, 2066, 4689, 102]","['[CLS]', 'wildly', 'fast', 'huh', 'takes', 'like', '5', 'minutes', 'to', 'load', 'even', 'with', 'good', 'wi', '##fi', 'this', 'is', 'clearly', 'not', 'designed', 'for', 'android', 'and', 'no', 'effort', 'was', 'put', 'into', 'this', 'app', 'to', 'opt', '##imi', '##ze', 'it', 'for', 'these', 'systems', 'also', 'it', 'drains', 'the', 'battery', 'like', 'crazy', '[SEP]']"
213,this was my favorite browser until your latest updates random crashes slow response high battery usage in addition it keeps freezing when watching live streams which dont have problems on chrome though and i rather not go back to chrome so fix it pleasesamsung galaxy tab s3 smt825,"[101, 2023, 2001, 2026, 5440, 16602, 2127, 2115, 6745, 14409, 6721, 19119, 4030, 3433, 2152, 6046, 8192, 1999, 2804, 2009, 7906, 12809, 2043, 3666, 2444, 9199, 2029, 2123, 2102, 2031, 3471, 2006, 18546, 2295, 1998, 1045, 2738, 2025, 2175, 2067, 2000, 18546, 2061, 8081, 2009, 3531, 21559, 19729, 2290, 9088, 21628, 1055, 2509, 15488, 2102, 2620, 17788, 102]","['[CLS]', 'this', 'was', 'my', 'favorite', 'browser', 'until', 'your', 'latest', 'updates', 'random', 'crashes', 'slow', 'response', 'high', 'battery', 'usage', 'in', 'addition', 'it', 'keeps', 'freezing', 'when', 'watching', 'live', 'streams', 'which', 'don', '##t', 'have', 'problems', 'on', 'chrome', 'though', 'and', 'i', 'rather', 'not', 'go', 'back', 'to', 'chrome', 'so', 'fix', 'it', 'please', '##sam', '##sun', '##g', 'galaxy', 'tab', 's', '##3', 'sm', '##t', '##8', '##25', '[SEP]']"
214,everything is great but when watching movie on the browser it eats too much battery can you optimize this pls ill give you 5 stars if you do,"[101, 2673, 2003, 2307, 2021, 2043, 3666, 3185, 2006, 1996, 16602, 2009, 20323, 2205, 2172, 6046, 2064, 2017, 23569, 27605, 4371, 2023, 20228, 2015, 5665, 2507, 2017, 1019, 3340, 2065, 2017, 2079, 102]","['[CLS]', 'everything', 'is', 'great', 'but', 'when', 'watching', 'movie', 'on', 'the', 'browser', 'it', 'eats', 'too', 'much', 'battery', 'can', 'you', 'opt', '##imi', '##ze', 'this', 'pl', '##s', 'ill', 'give', 'you', '5', 'stars', 'if', 'you', 'do', '[SEP]']"
215,love mozilla and firefox but the android version murders my phone battery life,"[101, 2293, 9587, 5831, 4571, 1998, 2543, 14876, 2595, 2021, 1996, 11924, 2544, 9916, 2026, 3042, 6046, 2166, 102]","['[CLS]', 'love', 'mo', '##zi', '##lla', 'and', 'fire', '##fo', '##x', 'but', 'the', 'android', 'version', 'murders', 'my', 'phone', 'battery', 'life', '[SEP]']"
216,firefox for pc is the best browser out there but somehow on andriod it becomes terrible uses to much cpu and ram and gives worst battery back up,"[101, 2543, 14876, 2595, 2005, 7473, 2003, 1996, 2190, 16602, 2041, 2045, 2021, 5064, 2006, 1998, 9488, 2094, 2009, 4150, 6659, 3594, 2000, 2172, 17368, 1998, 8223, 1998, 3957, 5409, 6046, 2067, 2039, 102]","['[CLS]', 'fire', '##fo', '##x', 'for', 'pc', 'is', 'the', 'best', 'browser', 'out', 'there', 'but', 'somehow', 'on', 'and', '##rio', '##d', 'it', 'becomes', 'terrible', 'uses', 'to', 'much', 'cpu', 'and', 'ram', 'and', 'gives', 'worst', 'battery', 'back', 'up', '[SEP]']"
217,had to uninstall twice in the past week my phone has run out of battery in the middle of the day firefox is always the top battery user at over 25 and i dont use it much,"[101, 2018, 2000, 4895, 7076, 9080, 2140, 3807, 1999, 1996, 2627, 2733, 2026, 3042, 2038, 2448, 2041, 1997, 6046, 1999, 1996, 2690, 1997, 1996, 2154, 2543, 14876, 2595, 2003, 2467, 1996, 2327, 6046, 5310, 2012, 2058, 2423, 1998, 1045, 2123, 2102, 2224, 2009, 2172, 102]","['[CLS]', 'had', 'to', 'un', '##ins', '##tal', '##l', 'twice', 'in', 'the', 'past', 'week', 'my', 'phone', 'has', 'run', 'out', 'of', 'battery', 'in', 'the', 'middle', 'of', 'the', 'day', 'fire', '##fo', '##x', 'is', 'always', 'the', 'top', 'battery', 'user', 'at', 'over', '25', 'and', 'i', 'don', '##t', 'use', 'it', 'much', '[SEP]']"
218,ridiculous amount of battery drain 30 in a matter of 2 hours when phone was at idle with the screen off i tried giving you guys another chance oh well,"[101, 9951, 3815, 1997, 6046, 12475, 2382, 1999, 1037, 3043, 1997, 1016, 2847, 2043, 3042, 2001, 2012, 18373, 2007, 1996, 3898, 2125, 1045, 2699, 3228, 2017, 4364, 2178, 3382, 2821, 2092, 102]","['[CLS]', 'ridiculous', 'amount', 'of', 'battery', 'drain', '30', 'in', 'a', 'matter', 'of', '2', 'hours', 'when', 'phone', 'was', 'at', 'idle', 'with', 'the', 'screen', 'off', 'i', 'tried', 'giving', 'you', 'guys', 'another', 'chance', 'oh', 'well', '[SEP]']"
219,extention support is good but battery drain is a major issue please solve tihs,"[101, 6698, 3258, 2490, 2003, 2204, 2021, 6046, 12475, 2003, 1037, 2350, 3277, 3531, 9611, 14841, 7898, 102]","['[CLS]', 'extent', '##ion', 'support', 'is', 'good', 'but', 'battery', 'drain', 'is', 'a', 'major', 'issue', 'please', 'solve', 'ti', '##hs', '[SEP]']"
220,hopefully not tracking so much as google chrome but crashes constantly eats battery a lot even if set as default browser some apps still use chrome or embedded android browser to open links,"[101, 11504, 2025, 9651, 2061, 2172, 2004, 8224, 18546, 2021, 19119, 7887, 20323, 6046, 1037, 2843, 2130, 2065, 2275, 2004, 12398, 16602, 2070, 18726, 2145, 2224, 18546, 2030, 11157, 11924, 16602, 2000, 2330, 6971, 102]","['[CLS]', 'hopefully', 'not', 'tracking', 'so', 'much', 'as', 'google', 'chrome', 'but', 'crashes', 'constantly', 'eats', 'battery', 'a', 'lot', 'even', 'if', 'set', 'as', 'default', 'browser', 'some', 'apps', 'still', 'use', 'chrome', 'or', 'embedded', 'android', 'browser', 'to', 'open', 'links', '[SEP]']"
221,long time firefox user but seeing more and more issues with pages not loading properly switch to chrome and they load fine even worse though last few updates are causing significant battery drain like you mozilla but need to get issues fixed asap,"[101, 2146, 2051, 2543, 14876, 2595, 5310, 2021, 3773, 2062, 1998, 2062, 3314, 2007, 5530, 2025, 10578, 7919, 6942, 2000, 18546, 1998, 2027, 7170, 2986, 2130, 4788, 2295, 2197, 2261, 14409, 2024, 4786, 3278, 6046, 12475, 2066, 2017, 9587, 5831, 4571, 2021, 2342, 2000, 2131, 3314, 4964, 17306, 2361, 102]","['[CLS]', 'long', 'time', 'fire', '##fo', '##x', 'user', 'but', 'seeing', 'more', 'and', 'more', 'issues', 'with', 'pages', 'not', 'loading', 'properly', 'switch', 'to', 'chrome', 'and', 'they', 'load', 'fine', 'even', 'worse', 'though', 'last', 'few', 'updates', 'are', 'causing', 'significant', 'battery', 'drain', 'like', 'you', 'mo', '##zi', '##lla', 'but', 'need', 'to', 'get', 'issues', 'fixed', 'asa', '##p', '[SEP]']"
222,doesnt feel quite right but the reason i uninstalled it is the battery drain,"[101, 2987, 2102, 2514, 3243, 2157, 2021, 1996, 3114, 1045, 4895, 7076, 9080, 3709, 2009, 2003, 1996, 6046, 12475, 102]","['[CLS]', 'doesn', '##t', 'feel', 'quite', 'right', 'but', 'the', 'reason', 'i', 'un', '##ins', '##tal', '##led', 'it', 'is', 'the', 'battery', 'drain', '[SEP]']"
223,i used firefox browser on my phone for a while its great to usehowever ive experienced major battery problems in my settings is using more than 40 of battery power to than any other apps on my phone,"[101, 1045, 2109, 2543, 14876, 2595, 16602, 2006, 2026, 3042, 2005, 1037, 2096, 2049, 2307, 2000, 2224, 14406, 22507, 4921, 2063, 5281, 2350, 6046, 3471, 1999, 2026, 10906, 2003, 2478, 2062, 2084, 2871, 1997, 6046, 2373, 2000, 2084, 2151, 2060, 18726, 2006, 2026, 3042, 102]","['[CLS]', 'i', 'used', 'fire', '##fo', '##x', 'browser', 'on', 'my', 'phone', 'for', 'a', 'while', 'its', 'great', 'to', 'use', '##how', '##ever', 'iv', '##e', 'experienced', 'major', 'battery', 'problems', 'in', 'my', 'settings', 'is', 'using', 'more', 'than', '40', 'of', 'battery', 'power', 'to', 'than', 'any', 'other', 'apps', 'on', 'my', 'phone', '[SEP]']"
224,poor notworking for most website compatability issue consume more power,"[101, 3532, 2025, 21398, 2005, 2087, 4037, 4012, 4502, 2696, 8553, 3277, 16678, 2062, 2373, 102]","['[CLS]', 'poor', 'not', '##working', 'for', 'most', 'website', 'com', '##pa', '##ta', '##bility', 'issue', 'consume', 'more', 'power', '[SEP]']"
225,got this app as chrome kept redirecting me to an unsafe website which i couldnt stop great app apart from drains battery faster,"[101, 2288, 2023, 10439, 2004, 18546, 2921, 2417, 7442, 11873, 2033, 2000, 2019, 25135, 4037, 2029, 1045, 2481, 2102, 2644, 2307, 10439, 4237, 2013, 18916, 6046, 5514, 102]","['[CLS]', 'got', 'this', 'app', 'as', 'chrome', 'kept', 'red', '##ire', '##cting', 'me', 'to', 'an', 'unsafe', 'website', 'which', 'i', 'couldn', '##t', 'stop', 'great', 'app', 'apart', 'from', 'drains', 'battery', 'faster', '[SEP]']"
226,huge battery drain on 1st gen pixel had to remove,"[101, 4121, 6046, 12475, 2006, 3083, 8991, 22138, 2018, 2000, 6366, 102]","['[CLS]', 'huge', 'battery', 'drain', 'on', '1st', 'gen', 'pixel', 'had', 'to', 'remove', '[SEP]']"
227,hmm well i swapped to this from chrome because this is clearer and easier to change the security and privacy settings which are better no doubt the trouble is this browser seriously drains my tablet battery and it doesnt load certain website pages well giving me black squares amazon is the worst i shall stay with firefox for a while longer then try another if it doesnt improve,"[101, 17012, 2092, 1045, 29176, 2000, 2023, 2013, 18546, 2138, 2023, 2003, 24509, 1998, 6082, 2000, 2689, 1996, 3036, 1998, 9394, 10906, 2029, 2024, 2488, 2053, 4797, 1996, 4390, 2003, 2023, 16602, 5667, 18916, 2026, 13855, 6046, 1998, 2009, 2987, 2102, 7170, 3056, 4037, 5530, 2092, 3228, 2033, 2304, 14320, 9733, 2003, 1996, 5409, 1045, 4618, 2994, 2007, 2543, 14876, 2595, 2005, 1037, 2096, 2936, 2059, 3046, 2178, 2065, 2009, 2987, 2102, 5335, 102]","['[CLS]', 'hmm', 'well', 'i', 'swapped', 'to', 'this', 'from', 'chrome', 'because', 'this', 'is', 'clearer', 'and', 'easier', 'to', 'change', 'the', 'security', 'and', 'privacy', 'settings', 'which', 'are', 'better', 'no', 'doubt', 'the', 'trouble', 'is', 'this', 'browser', 'seriously', 'drains', 'my', 'tablet', 'battery', 'and', 'it', 'doesn', '##t', 'load', 'certain', 'website', 'pages', 'well', 'giving', 'me', 'black', 'squares', 'amazon', 'is', 'the', 'worst', 'i', 'shall', 'stay', 'with', 'fire', '##fo', '##x', 'for', 'a', 'while', 'longer', 'then', 'try', 'another', 'if', 'it', 'doesn', '##t', 'improve', '[SEP]']"
